Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year
200401CW19007,36 - 45,3,Urban area,5,180,None,None,Data missing or out of range,Data missing or out of range,BMW,C1 200,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Back,2004
200401CW19007,26 - 35,1,Urban area,2,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401CW19021,Data missing or out of range,13,Data missing or out of range,NA,1781,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,GOLF GL 4+E 1.8,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Reversing,1,109,Data missing or out of range,Back,2004
200401CW19035,Data missing or out of range,6,Data missing or out of range,NA,1997,None,None,Data missing or out of range,Data missing or out of range,HONDA,ACCORD 2.0I SE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401CW19035,Data missing or out of range,6,Urban area,4,1242,None,None,Data missing or out of range,Data missing or out of range,FIAT,PUNTO SX 60,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401CW19051,Data missing or out of range,8,Data missing or out of range,NA,3498,None,None,Data missing or out of range,Data missing or out of range,BMW,735I AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401CW19060,56 - 65,4,Urban area,8,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,108,Data missing or out of range,Back,2004
200401CW19066,21 - 25,3,Urban area,6,125,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401CW19153,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401CW19154,21 - 25,7,Urban area,4,1799,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,C180 ESPRIT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401CW19155,26 - 35,NA,Urban area,2,599,None,None,Data missing or out of range,Data missing or out of range,HONDA,CB 600 F-3,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,106,Data missing or out of range,Offside,2004
200401CW19157,36 - 45,1,Urban area,2,2685,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E270 CDI ELEGANCE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,109,Data missing or out of range,Front,2004
200401CW19158,66 - 75,NA,Urban area,5,995,None,None,Data missing or out of range,Data missing or out of range,DAEWOO,MATIZ SE+,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401CW19159,26 - 35,NA,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,HONDA,SCV100F-E,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401CW19159,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,2,Motorcycle 125cc and under,Data missing or out of range,Back,2004
200401CW19164,56 - 65,8,Urban area,2,2498,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,OMEGA 2.5 TD CD AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,109,Data missing or out of range,Nearside,2004
200401CW19168,36 - 45,6,Urban area,4,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Front,2004
200401CW19171,Data missing or out of range,6,Urban area,5,650,None,None,Data missing or out of range,Data missing or out of range,BMW,F650 STRADA,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,106,Data missing or out of range,Front,2004
200401CW19173,36 - 45,1,Urban area,5,1397,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,A140 ELEGANCE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401CW19210,Data missing or out of range,2,Urban area,7,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,108,Data missing or out of range,Nearside,2004
200401CW19295,36 - 45,NA,Data missing or out of range,NA,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401CW19457,21 - 25,NA,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,DI BLASI,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 50cc and under,Data missing or out of range,Front,2004
200401DM00012,Data missing or out of range,11,Data missing or out of range,NA,1468,None,None,Data missing or out of range,Data missing or out of range,HYUNDAI,X2 PONY GSI AUTO,Petrol,Not known,None,No tow/articulation,Did not leave carriageway,0,Parked,2,109,Data missing or out of range,Front,2004
200401DM00015,46 - 55,2,Urban area,6,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Offside,2004
200401DM00020,56 - 65,4,Urban area,8,8970,None,None,Data missing or out of range,Data missing or out of range,SCANIA,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,2,Goods 7.5 tonnes mgw and over,Data missing or out of range,Back,2004
200401DM00024,26 - 35,3,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,DAF TRUCKS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00028,26 - 35,11,Urban area,6,1985,None,None,Data missing or out of range,Data missing or out of range,SAAB,9000 CSE TURBO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00028,36 - 45,21,Urban area,5,850,None,None,Data missing or out of range,Data missing or out of range,MOTO GUZZI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,106,Data missing or out of range,Front,2004
200401DM00030,66 - 75,2,Urban area,8,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Nearside,2004
200401DM00032,26 - 35,13,Urban area,6,1124,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,205 TRIO S,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to turn right,1,109,Data missing or out of range,Back,2004
200401DM00039,46 - 55,2,Urban area,4,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00048,36 - 45,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,IVECO,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Other vehicle,Data missing or out of range,Offside,2004
200401DM00050,21 - 25,2,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00051,36 - 45,2,Rural,8,2446,None,None,Data missing or out of range,Data missing or out of range,METROCAB,METROCAB AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,108,Data missing or out of range,Front,2004
200401DM00052,Data missing or out of range,NA,Data missing or out of range,NA,1998,None,None,Data missing or out of range,Data missing or out of range,HONDA,CR-V I-VTEC EXECUTIVE,Petrol,Not known,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Offside,2004
200401DM00053,36 - 45,24,Data missing or out of range,NA,10450,None,None,Data missing or out of range,Data missing or out of range,MCW,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00054,46 - 55,4,Urban area,9,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,2,108,Data missing or out of range,Nearside,2004
200401DM00055,36 - 45,17,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00056,56 - 65,5,Urban area,3,2494,None,None,Data missing or out of range,Data missing or out of range,BMW,323I SE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Front,2004
200401DM00059,46 - 55,6,Urban area,3,1124,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,106 XN ZEST 2,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00065,36 - 45,2,Data missing or out of range,NA,400,None,None,Data missing or out of range,Data missing or out of range,KTM,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,106,Data missing or out of range,Front,2004
200401DM00067,Data missing or out of range,13,Urban area,3,399,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Back,2004
200401DM00068,21 - 25,2,Urban area,3,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Bus or coach (17 or more pass seats),Data missing or out of range,Back,2004
200401DM00069,36 - 45,5,Urban area,2,10964,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Heavy oil,Male,None,Articulated vehicle,Did not leave carriageway,0,Turning left,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Offside,2004
200401DM00078,26 - 35,11,Urban area,2,400,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00079,21 - 25,1,Urban area,3,1796,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E200 KOMP CLASSIC A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00083,56 - 65,1,Urban area,5,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,2,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00086,21 - 25,6,Urban area,2,1396,None,None,Data missing or out of range,Data missing or out of range,ROVER,214S,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00088,56 - 65,1,Urban area,3,1595,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,GOLF MATCH AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,1,109,Data missing or out of range,Offside,2004
200401DM00088,26 - 35,9,Urban area,6,499,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,106,Data missing or out of range,Front,2004
200401DM00089,21 - 25,3,Urban area,10,124,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,GN 125 Y,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401DM00093,Data missing or out of range,6,Urban area,8,2295,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,C230 KOMPRESSOR SPORT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Offside,2004
200401DM00095,56 - 65,1,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00098,16 - 20,2,Urban area,2,124,None,None,Data missing or out of range,Data missing or out of range,APRILIA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,2,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Offside,2004
200401DM00102,36 - 45,3,Small town,10,2496,None,None,Data missing or out of range,Data missing or out of range,AUDI,A6 2.5 TDI SE,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401DM00102,56 - 65,10,Urban area,10,1997,None,None,Data missing or out of range,Data missing or out of range,HYUNDAI,SONATA GLX AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401DM00108,26 - 35,2,Urban area,1,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Not known,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00111,36 - 45,7,Urban area,1,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Offside,2004
200401DM00112,26 - 35,6,Urban area,3,1597,None,None,Data missing or out of range,Data missing or out of range,FORD,ESCORT FINESSE 16V,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Front,2004
200401DM00114,Data missing or out of range,2,Data missing or out of range,NA,4250,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Heavy oil,Not known,None,No tow/articulation,Did not leave carriageway,0,Changing lane to right,1,Goods over 3.5t. and under 7.5t,Data missing or out of range,Offside,2004
200401DM00116,Data missing or out of range,7,Data missing or out of range,NA,1970,None,None,Data missing or out of range,Data missing or out of range,ALFA ROMEO,GTV T SPARK 16V,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401DM00117,26 - 35,1,Urban area,7,1998,None,None,Data missing or out of range,Data missing or out of range,FORD,TRANSIT 280 SWB TD,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Back,2004
200401DM00119,26 - 35,2,Urban area,7,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401DM00120,56 - 65,6,Data missing or out of range,NA,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,108,Data missing or out of range,Back,2004
200401DM00120,Data missing or out of range,2,Data missing or out of range,NA,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Not known,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00121,21 - 25,1,Urban area,5,49,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,VIVACITY 50,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,Motorcycle 125cc and under,Data missing or out of range,Offside,2004
200401DM00122,21 - 25,NA,Urban area,8,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,KANGOO 865 1.9D,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00123,56 - 65,3,Data missing or out of range,NA,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,108,Data missing or out of range,Front,2004
200401DM00126,46 - 55,1,Urban area,3,1896,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,SHARAN SL TDI,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Front,2004
200401DM00127,26 - 35,1,Urban area,NA,897,None,None,Data missing or out of range,Data missing or out of range,YAMAHA,TDM 900,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Nearside,2004
200401DM00132,36 - 45,1,Urban area,1,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,108,Data missing or out of range,Back,2004
200401DM00132,46 - 55,6,Urban area,7,2800,None,None,Data missing or out of range,Data missing or out of range,FIAT,DUCATO 14 TDI LWB,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,3,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401DM00133,36 - 45,11,Urban area,4,400,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00134,26 - 35,5,Urban area,4,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,Motorcycle 125cc and under,Data missing or out of range,Did not impact,2004
200401DM00137,36 - 45,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,PARTNER 600 LX DIESEL,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Offside,2004
200401DM00138,56 - 65,6,Urban area,2,1242,None,None,Data missing or out of range,Data missing or out of range,FIAT,PUNTO SX 60,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00140,36 - 45,NA,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Did not impact,2004
200401DM00141,36 - 45,5,Urban area,8,2996,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E300 ELEGANCE TD AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Nearside,2004
200401DM00146,46 - 55,11,Urban area,3,5861,None,None,Data missing or out of range,Data missing or out of range,IVECO-FORD,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Offside,2004
200401DM00147,56 - 65,12,Urban area,2,1396,None,None,Data missing or out of range,Data missing or out of range,ROVER,214 GSI,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401DM00148,36 - 45,10,Urban area,9,1896,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,GOLF MATCH DIESEL,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Changing lane to left,2,109,Data missing or out of range,Nearside,2004
200401DM00149,46 - 55,NA,Urban area,10,NA,Open door of vehicle,None,Data missing or out of range,Data missing or out of range,SCANIA,,NA,Male,None,Articulated vehicle,Did not leave carriageway,0,Going ahead other,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Front,2004
200401DM00150,56 - 65,2,Urban area,4,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Nearside,2004
200401DM00151,46 - 55,13,Urban area,2,1289,None,None,Data missing or out of range,Data missing or out of range,SKODA,FAVORIT 136LX,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401DM00154,46 - 55,6,Urban area,3,1998,None,None,Data missing or out of range,Data missing or out of range,DAEWOO,LEGANZA SX AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401DM00154,Data missing or out of range,NA,Urban area,9,NA,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,310 VAN,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00156,26 - 35,2,Urban area,3,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00158,26 - 35,3,Urban area,4,955,None,None,Data missing or out of range,Data missing or out of range,TRIUMPH,TIGER 955I,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,106,Data missing or out of range,Front,2004
200401DM00159,46 - 55,1,Urban area,5,1781,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,PASSAT SE 20V TURBO TIPTRON,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00161,21 - 25,1,Urban area,3,124,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Offside,2004
200401DM00161,36 - 45,18,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00163,26 - 35,2,Data missing or out of range,NA,4580,None,None,Data missing or out of range,Data missing or out of range,MAN,,Heavy oil,Male,None,Articulated vehicle,Did not leave carriageway,0,Turning left,2,Goods 7.5 tonnes mgw and over,Data missing or out of range,Nearside,2004
200401DM00164,36 - 45,6,Urban area,9,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Front,2004
200401DM00165,66 - 75,2,Data missing or out of range,NA,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Changing lane to right,2,Bus or coach (17 or more pass seats),Data missing or out of range,Offside,2004
200401DM00166,16 - 20,11,Urban area,10,124,None,None,Data missing or out of range,Data missing or out of range,YAMAHA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401DM00168,56 - 65,13,Urban area,2,1235,None,None,Data missing or out of range,Data missing or out of range,NISSAN,MICRA GS AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00168,56 - 65,1,Urban area,8,1341,None,None,Data missing or out of range,Data missing or out of range,HYUNDAI,GETZ CDX AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,109,Data missing or out of range,Back,2004
200401DM00170,36 - 45,1,Urban area,3,6370,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,2,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Offside,2004
200401DM00171,56 - 65,2,Urban area,10,1261,None,None,Data missing or out of range,Data missing or out of range,HONDA,ST1300 A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00173,26 - 35,3,Urban area,2,12130,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Goods 7.5 tonnes mgw and over,Data missing or out of range,Front,2004
200401DM00173,Over 75,25,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,BEDFORD,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,3,Bus or coach (17 or more pass seats),Data missing or out of range,Offside,2004
200401DM00175,36 - 45,3,Data missing or out of range,NA,2151,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E220 CDI ELEGANCE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,1,109,Data missing or out of range,Offside,2004
200401DM00175,26 - 35,5,Urban area,5,2435,None,None,Data missing or out of range,Data missing or out of range,VOLVO,C70 20V AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,2,109,Data missing or out of range,Nearside,2004
200401DM00178,46 - 55,8,Urban area,2,2299,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,208D LWB,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401DM00179,36 - 45,8,Urban area,2,499,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00181,36 - 45,4,Urban area,8,8300,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00182,26 - 35,3,Data missing or out of range,NA,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00183,26 - 35,3,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
