Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year
200401CW10027,21 - 25,2,Data missing or out of range,NA,1242,None,None,Data missing or out of range,Data missing or out of range,FIAT,PUNTO ACTIVE,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401CW10031,26 - 35,1,Urban area,4,1781,None,None,Data missing or out of range,Data missing or out of range,AUDI,A3 1.8T SPORT,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401CW10033,46 - 55,1,Urban area,4,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401CW10036,36 - 45,NA,Urban area,6,NA,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,800 SPECIAL TD SWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Nearside,2004
200401CW10039,36 - 45,NA,Urban area,2,1988,None,None,Data missing or out of range,Data missing or out of range,JAGUAR,X-TYPE SE D,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Offside,2004
200401CW10044,21 - 25,6,Data missing or out of range,NA,487,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,GS 500 EW,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401CW10045,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,YAMAHA,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Other vehicle,Data missing or out of range,Offside,2004
200401CW10045,36 - 45,NA,Urban area,10,899,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,ZX 900 F2P,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,106,Data missing or out of range,Offside,2004
200401CW10047,21 - 25,8,Urban area,3,1799,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,C180 ELEGANCE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Offside,2004
200401CW10047,36 - 45,13,Urban area,2,1396,None,None,Data missing or out of range,Data missing or out of range,HONDA,CIVIC GL AUTO,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401CW10052,36 - 45,5,Urban area,3,3199,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E320,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401CW10052,Data missing or out of range,5,Data missing or out of range,NA,3199,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E320,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,109,Data missing or out of range,Back,2004
200401CW10053,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,BEDFORD,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Other vehicle,Data missing or out of range,Front,2004
200401CW10054,26 - 35,NA,Urban area,9,650,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,106,Data missing or out of range,Back,2004
200401CW10059,26 - 35,4,Urban area,5,1998,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,VECTRA SRI 140,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401CW10062,26 - 35,NA,Urban area,1,1998,None,None,Data missing or out of range,Data missing or out of range,MAZDA,6 TS DIESEL,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Offside,2004
200401CW10064,16 - 20,2,Urban area,4,1149,None,None,Data missing or out of range,Data missing or out of range,RENAULT,CLIO DYNAMIQUE 16V,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401CW10064,21 - 25,3,Urban area,3,2494,None,None,Data missing or out of range,Data missing or out of range,BMW,325 CI SPORT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Front,2004
200401CW10065,36 - 45,4,Data missing or out of range,NA,885,None,None,Data missing or out of range,Data missing or out of range,TRIUMPH,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401CW10068,46 - 55,4,Urban area,3,1973,None,None,Data missing or out of range,Data missing or out of range,HONDA,CR-V ES AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,109,Data missing or out of range,Back,2004
200401CW10069,46 - 55,3,Urban area,9,1997,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,406 LX HDI (90),Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,109,Data missing or out of range,Front,2004
200401CW10070,36 - 45,3,Urban area,1,5883,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401CW10071,36 - 45,2,Urban area,9,652,None,None,Data missing or out of range,Data missing or out of range,BMW,F650 CS,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Nearside,2004
200401CW10073,26 - 35,NA,Urban area,5,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401CW10075,21 - 25,4,Urban area,6,1590,None,None,Data missing or out of range,Data missing or out of range,HONDA,HR-V AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Nearside,2004
200401CW10077,46 - 55,20,Urban area,5,450,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Nearside,2004
200401CW10079,36 - 45,3,Urban area,2,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401CW10080,36 - 45,5,Data missing or out of range,NA,885,None,None,Data missing or out of range,Data missing or out of range,TRIUMPH,T309 TROPHY,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,106,Data missing or out of range,Front,2004
200401CW10083,46 - 55,NA,Urban area,8,2402,None,Other permanent object,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Nearside,0,Going ahead other,1,108,Data missing or out of range,Offside,2004
200401CW10085,46 - 55,NA,Urban area,2,6370,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401CW10085,56 - 65,9,Data missing or out of range,NA,11600,None,None,Data missing or out of range,Data missing or out of range,DAF,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401CW10088,46 - 55,1,Urban area,5,385,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,AN 400 K3,Petrol,Male,None,No tow/articulation,Did not leave carriageway,2,Going ahead other,1,106,Data missing or out of range,Front,2004
200401CW10089,46 - 55,1,Urban area,4,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking - nearside,1,108,Data missing or out of range,Front,2004
200401CW10092,56 - 65,NA,Data missing or out of range,NA,1794,None,None,Data missing or out of range,Data missing or out of range,TOYOTA,AVENSIS T3-S SEMI-AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,1,109,Data missing or out of range,Offside,2004
200401CW10092,26 - 35,5,Urban area,5,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401CW10094,46 - 55,2,Rural,5,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Offside,2004
200401CW10094,66 - 75,4,Urban area,6,2498,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,OMEGA ELITE V6 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Offside,2004
200401CW10094,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,FORD,TRAN CONNECT L 200 TD SWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,109,Data missing or out of range,Front,2004
200401CW10099,26 - 35,2,Urban area,2,1299,None,None,Data missing or out of range,Data missing or out of range,FORD,KA STYLE,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401CW10107,46 - 55,NA,Urban area,3,6370,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401CW10113,21 - 25,1,Urban area,2,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401CW10114,Data missing or out of range,8,Data missing or out of range,NA,9600,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401CW10116,36 - 45,NA,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,109,Data missing or out of range,Nearside,2004
200401CW10118,36 - 45,NA,Urban area,2,2401,None,None,Data missing or out of range,Data missing or out of range,VOLVO,S60 D5 SE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,109,Data missing or out of range,Front,2004
200401CW10119,46 - 55,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 50cc and under,Data missing or out of range,Front,2004
200401CW10122,26 - 35,2,Rural,6,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,108,Data missing or out of range,Nearside,2004
200401CW10122,46 - 55,2,Urban area,5,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Nearside,2004
200401CW10123,26 - 35,10,Data missing or out of range,NA,1984,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Nearside,2004
200401CW10124,26 - 35,4,Urban area,10,599,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,ZX600-E7,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,106,Data missing or out of range,Back,2004
200401CW10125,36 - 45,1,Urban area,4,124,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401CW10129,26 - 35,14,Urban area,4,98,None,None,Data missing or out of range,Data missing or out of range,YAMAHA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,Motorcycle 125cc and under,Data missing or out of range,Offside,2004
200401CW10130,36 - 45,3,Urban area,5,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Back,2004
200401CW10130,Data missing or out of range,1,Urban area,6,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,108,Data missing or out of range,Front,2004
200401CW10131,Over 75,NA,Urban area,7,1599,None,None,Data missing or out of range,Data missing or out of range,HYUNDAI,ACCENT CDX AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Nearside,2004
200401CW10132,Data missing or out of range,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,MOVANO 3500 CDTI MWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Other vehicle,Data missing or out of range,Nearside,2004
200401CW10133,26 - 35,NA,Urban area,5,9200,None,None,Data missing or out of range,Data missing or out of range,DAF,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,2,Turning left,1,Bus or coach (17 or more pass seats),Data missing or out of range,Offside,2004
200401CW10134,56 - 65,1,Rural,4,1587,None,None,Data missing or out of range,Data missing or out of range,CITROEN,XSARA DESIRE,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Front,2004
200401CW10136,36 - 45,7,Urban area,5,3378,None,None,Data missing or out of range,Data missing or out of range,TOYOTA,LANDCRUISER COLORADO VX A,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Reversing,1,109,Data missing or out of range,Back,2004
200401CW10137,46 - 55,10,Urban area,2,1896,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,PASSAT L TD UMWELT,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,109,Data missing or out of range,Back,2004
200401CW10142,26 - 35,1,Urban area,3,4966,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,2,109,Data missing or out of range,Back,2004
200401CW10145,56 - 65,4,Urban area,8,1991,None,None,Data missing or out of range,Data missing or out of range,ROVER,75 CLASSIC SE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Offside,2004
200401CW10146,56 - 65,1,Urban area,2,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401CW10150,56 - 65,5,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401CW10151,46 - 55,2,Data missing or out of range,NA,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Back,2004
200401CW10152,36 - 45,NA,Urban area,6,NA,None,None,Data missing or out of range,Data missing or out of range,CITROEN,BERLINGO 1.9D 600,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401CW10153,Data missing or out of range,4,Data missing or out of range,NA,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,108,Data missing or out of range,Front,2004
200401CW10154,46 - 55,2,Data missing or out of range,NA,1130,None,None,Data missing or out of range,Data missing or out of range,BMW,R1150GS,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401CW10154,66 - 75,NA,Small town,4,NA,None,None,Data missing or out of range,Data missing or out of range,FORD,TRANSIT 350 LWB TD,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Nearside,2004
200401CW10156,Data missing or out of range,4,Urban area,8,9600,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
